alpha3_code,date,name
MTQ,2026-07-21,Victor Schoelcher Day
MTQ,2026-08-15,Assumption Day
MTQ,2026-11-01,All Saints' Day
MTQ,2026-11-11,Armistice Day
MTQ,2026-12-25,Christmas Day
MUS,2015-01-01,New Year's Day
MUS,2015-01-02,Day after New Year's Day
MUS,2015-02-01,Abolition of Slavery
MUS,2015-02-17,Maha Shivaratri
MUS,2015-02-19,Chinese Spring Festival
MUS,2015-03-05,Thaipusam
MUS,2015-03-12,Independence and Republic Day
MUS,2015-03-21,Ugadi
MUS,2015-05-01,Labor Day
MUS,2015-07-18,Eid al-Fitr (estimated)
MUS,2015-09-18,Ganesh Chaturthi
MUS,2015-11-01,All Saints' Day
MUS,2015-11-02,Arrival of Indentured Laborers
MUS,2015-11-11,Diwali
MUS,2015-12-25,Christmas Day
MUS,2016-01-01,New Year's Day
MUS,2016-01-02,Day after New Year's Day
MUS,2016-02-01,Abolition of Slavery
MUS,2016-02-08,Chinese Spring Festival
MUS,2016-02-23,Thaipusam
MUS,2016-03-07,Maha Shivaratri
MUS,2016-03-12,Independence and Republic Day
MUS,2016-04-08,Ugadi
MUS,2016-05-01,Labor Day
MUS,2016-07-06,Eid al-Fitr
MUS,2016-08-15,Assumption Day
MUS,2016-09-06,Ganesh Chaturthi
MUS,2016-10-30,Diwali
MUS,2016-11-02,Arrival of Indentured Laborers
MUS,2016-12-25,Christmas Day
MUS,2017-01-01,New Year's Day
MUS,2017-01-02,Day after New Year's Day
MUS,2017-01-13,Thaipusam
MUS,2017-01-28,Chinese Spring Festival
MUS,2017-02-01,Abolition of Slavery
MUS,2017-02-24,Maha Shivaratri
MUS,2017-03-12,Independence and Republic Day
MUS,2017-03-28,Ugadi
MUS,2017-05-01,Labor Day
MUS,2017-06-26,Eid al-Fitr
MUS,2017-08-25,Ganesh Chaturthi
MUS,2017-10-19,Diwali
MUS,2017-11-01,All Saints' Day
MUS,2017-11-02,Arrival of Indentured Laborers
MUS,2017-12-25,Christmas Day
MUS,2018-01-01,New Year's Day
MUS,2018-01-02,Day after New Year's Day
MUS,2018-02-01,Abolition of Slavery
MUS,2018-02-13,Maha Shivaratri
MUS,2018-02-16,Chinese Spring Festival
MUS,2018-03-02,Thaipusam
MUS,2018-03-12,Independence and Republic Day
MUS,2018-03-18,Ugadi
MUS,2018-05-01,Labor Day
MUS,2018-06-16,Eid al-Fitr
MUS,2018-08-15,Assumption Day
MUS,2018-09-14,Ganesh Chaturthi
MUS,2018-11-02,Arrival of Indentured Laborers
MUS,2018-11-07,Diwali
MUS,2018-12-25,Christmas Day
MUS,2019-01-01,New Year's Day
MUS,2019-01-02,Day after New Year's Day
MUS,2019-02-01,Abolition of Slavery
MUS,2019-02-05,Chinese Spring Festival
MUS,2019-02-20,Thaipusam
MUS,2019-03-04,Maha Shivaratri
MUS,2019-03-12,Independence and Republic Day
MUS,2019-04-06,Ugadi
MUS,2019-05-01,Labor Day
MUS,2019-06-05,Eid al-Fitr
MUS,2019-07-29,Public Holiday
MUS,2019-09-03,Ganesh Chaturthi
MUS,2019-09-09,Public Holiday
MUS,2019-10-27,Diwali
MUS,2019-11-01,All Saints' Day
MUS,2019-11-02,Arrival of Indentured Laborers
MUS,2019-12-25,Christmas Day
MUS,2020-01-01,New Year's Day
MUS,2020-01-02,Day after New Year's Day
MUS,2020-01-25,Chinese Spring Festival
MUS,2020-02-01,Abolition of Slavery
MUS,2020-02-08,Thaipusam
MUS,2020-02-21,Maha Shivaratri
MUS,2020-03-12,Independence and Republic Day
MUS,2020-03-25,Ugadi
MUS,2020-05-01,Labor Day
MUS,2020-05-24,Eid al-Fitr
MUS,2020-08-15,Assumption Day
MUS,2020-08-23,Ganesh Chaturthi
MUS,2020-11-02,Arrival of Indentured Laborers
MUS,2020-11-14,Diwali
MUS,2020-12-25,Christmas Day
MUS,2021-01-01,New Year's Day
MUS,2021-01-02,Day after New Year's Day
MUS,2021-01-28,Thaipusam
MUS,2021-02-01,Abolition of Slavery
MUS,2021-02-12,Chinese Spring Festival
MUS,2021-03-11,Maha Shivaratri
MUS,2021-03-12,Independence and Republic Day
MUS,2021-04-13,Ugadi
MUS,2021-05-01,Labor Day
MUS,2021-05-14,Eid al-Fitr
MUS,2021-09-11,Ganesh Chaturthi
MUS,2021-11-01,All Saints' Day
MUS,2021-11-02,Arrival of Indentured Laborers
MUS,2021-11-04,Diwali
MUS,2021-12-25,Christmas Day
MUS,2022-01-01,New Year's Day
MUS,2022-01-02,Day after New Year's Day
MUS,2022-01-18,Thaipusam
MUS,2022-02-01,Abolition of Slavery; Chinese Spring Festival
MUS,2022-03-01,Maha Shivaratri
MUS,2022-03-12,Independence and Republic Day
MUS,2022-04-02,Ugadi
MUS,2022-05-01,Labor Day
MUS,2022-05-03,Eid al-Fitr
MUS,2022-08-15,Assumption Day
MUS,2022-09-01,Ganesh Chaturthi
MUS,2022-10-24,Diwali
MUS,2022-11-02,Arrival of Indentured Laborers
MUS,2022-12-25,Christmas Day
MUS,2023-01-01,New Year's Day
MUS,2023-01-02,Day after New Year's Day
MUS,2023-01-22,Chinese Spring Festival
MUS,2023-02-01,Abolition of Slavery
MUS,2023-02-04,Thaipusam
MUS,2023-02-18,Maha Shivaratri
MUS,2023-03-12,Independence and Republic Day
MUS,2023-03-22,Ugadi
MUS,2023-04-22,Eid al-Fitr
MUS,2023-05-01,Labor Day
MUS,2023-09-20,Ganesh Chaturthi
MUS,2023-11-01,All Saints' Day
MUS,2023-11-02,Arrival of Indentured Laborers
MUS,2023-11-12,Diwali
MUS,2023-12-25,Christmas Day
MUS,2024-01-01,New Year's Day
MUS,2024-01-02,Day after New Year's Day
MUS,2024-01-25,Thaipusam
MUS,2024-02-01,Abolition of Slavery
MUS,2024-02-10,Chinese Spring Festival
MUS,2024-03-08,Maha Shivaratri
MUS,2024-03-12,Independence and Republic Day
MUS,2024-04-09,Ugadi
MUS,2024-04-11,Eid al-Fitr
MUS,2024-05-01,Labor Day
MUS,2024-08-15,Assumption Day
MUS,2024-09-08,Ganesh Chaturthi
MUS,2024-10-31,Diwali
MUS,2024-11-02,Arrival of Indentured Laborers
MUS,2024-12-25,Christmas Day
MUS,2025-01-01,New Year's Day
MUS,2025-01-02,Day after New Year's Day
MUS,2025-01-29,Chinese Spring Festival
MUS,2025-02-01,Abolition of Slavery
MUS,2025-02-11,Thaipusam
MUS,2025-02-26,Maha Shivaratri
MUS,2025-03-12,Independence and Republic Day
MUS,2025-03-30,Ugadi
MUS,2025-04-01,Eid al-Fitr
MUS,2025-05-01,Labor Day
MUS,2025-08-28,Ganesh Chaturthi
MUS,2025-10-20,Diwali
MUS,2025-11-01,All Saints' Day
MUS,2025-11-02,Arrival of Indentured Laborers
MUS,2025-12-25,Christmas Day
MUS,2026-01-01,New Year's Day
MUS,2026-01-02,Day after New Year's Day
MUS,2026-02-01,Abolition of Slavery
MUS,2026-02-15,Maha Shivaratri
MUS,2026-02-17,Chinese Spring Festival
MUS,2026-03-04,Thaipusam
MUS,2026-03-12,Independence and Republic Day
MUS,2026-03-19,Ugadi
MUS,2026-03-21,Eid al-Fitr (estimated)
MUS,2026-05-01,Labor Day
MUS,2026-08-15,Assumption Day
MUS,2026-09-14,Ganesh Chaturthi
MUS,2026-11-02,Arrival of Indentured Laborers
MUS,2026-11-08,Diwali
MUS,2026-12-25,Christmas Day
MWI,2015-01-01,New Year's Day
MWI,2015-01-15,John Chilembwe Day
MWI,2015-03-03,Martyrs Day
MWI,2015-04-03,Good Friday
MWI,2015-04-06,Easter Monday
MWI,2015-05-01,Labour Day
MWI,2015-05-14,Kamuzu Day
MWI,2015-07-06,Independence Day
MWI,2015-10-15,Mother's Day
MWI,2015-12-25,Christmas Day
MWI,2015-12-26,Boxing Day
MWI,2015-12-28,Boxing Day (observed)
MWI,2016-01-01,New Year's Day
MWI,2016-01-15,John Chilembwe Day
MWI,2016-03-03,Martyrs Day
MWI,2016-03-25,Good Friday
MWI,2016-03-28,Easter Monday
MWI,2016-05-01,Labour Day
MWI,2016-05-02,Labour Day (observed)
MWI,2016-05-14,Kamuzu Day
MWI,2016-05-16,Kamuzu Day (observed)
MWI,2016-07-06,Independence Day
MWI,2016-10-15,Mother's Day
MWI,2016-10-17,Mother's Day (observed)
MWI,2016-12-25,Christmas Day
MWI,2016-12-26,Boxing Day
MWI,2016-12-27,Christmas Day (observed)
MWI,2017-01-01,New Year's Day
MWI,2017-01-02,New Year's Day (observed)
MWI,2017-01-15,John Chilembwe Day
MWI,2017-01-16,John Chilembwe Day (observed)
MWI,2017-03-03,Martyrs Day
MWI,2017-04-14,Good Friday
MWI,2017-04-17,Easter Monday
MWI,2017-05-01,Labour Day
MWI,2017-05-14,Kamuzu Day
MWI,2017-05-15,Kamuzu Day (observed)
MWI,2017-07-06,Independence Day
MWI,2017-10-15,Mother's Day
MWI,2017-10-16,Mother's Day (observed)
MWI,2017-12-25,Christmas Day
MWI,2017-12-26,Boxing Day
MWI,2018-01-01,New Year's Day
MWI,2018-01-15,John Chilembwe Day
MWI,2018-03-03,Martyrs Day
MWI,2018-03-05,Martyrs Day (observed)
MWI,2018-03-30,Good Friday
MWI,2018-04-02,Easter Monday
MWI,2018-05-01,Labour Day
MWI,2018-05-14,Kamuzu Day
MWI,2018-07-06,Independence Day
MWI,2018-10-15,Mother's Day
MWI,2018-12-25,Christmas Day
MWI,2018-12-26,Boxing Day
MWI,2019-01-01,New Year's Day
MWI,2019-01-15,John Chilembwe Day
MWI,2019-03-03,Martyrs Day
MWI,2019-03-04,Martyrs Day (observed)
MWI,2019-04-19,Good Friday
MWI,2019-04-22,Easter Monday
MWI,2019-05-01,Labour Day
MWI,2019-05-14,Kamuzu Day
MWI,2019-07-06,Independence Day
MWI,2019-07-08,Independence Day (observed)
MWI,2019-10-15,Mother's Day
MWI,2019-12-25,Christmas Day
MWI,2019-12-26,Boxing Day
MWI,2020-01-01,New Year's Day
MWI,2020-01-15,John Chilembwe Day
MWI,2020-03-03,Martyrs Day
MWI,2020-04-10,Good Friday
MWI,2020-04-13,Easter Monday
MWI,2020-05-01,Labour Day
MWI,2020-05-14,Kamuzu Day
MWI,2020-07-06,Independence Day
MWI,2020-10-15,Mother's Day
MWI,2020-12-25,Christmas Day
MWI,2020-12-26,Boxing Day
MWI,2020-12-28,Boxing Day (observed)
MWI,2021-01-01,New Year's Day
MWI,2021-01-15,John Chilembwe Day
MWI,2021-03-03,Martyrs Day
MWI,2021-04-02,Good Friday
MWI,2021-04-05,Easter Monday
MWI,2021-05-01,Labour Day
MWI,2021-05-03,Labour Day (observed)
MWI,2021-05-14,Kamuzu Day
MWI,2021-07-06,Independence Day
MWI,2021-10-15,Mother's Day
MWI,2021-12-25,Christmas Day
MWI,2021-12-26,Boxing Day
MWI,2021-12-27,Christmas Day (observed)
MWI,2021-12-28,Boxing Day (observed)
MWI,2022-01-01,New Year's Day
MWI,2022-01-03,New Year's Day (observed)
MWI,2022-01-15,John Chilembwe Day
MWI,2022-01-17,John Chilembwe Day (observed)
MWI,2022-03-03,Martyrs Day
MWI,2022-04-15,Good Friday
MWI,2022-04-18,Easter Monday
MWI,2022-05-01,Labour Day
MWI,2022-05-02,Labour Day (observed)
MWI,2022-05-14,Kamuzu Day
MWI,2022-05-16,Kamuzu Day (observed)
MWI,2022-07-06,Independence Day
MWI,2022-10-15,Mother's Day
MWI,2022-10-17,Mother's Day (observed)
MWI,2022-12-25,Christmas Day
MWI,2022-12-26,Boxing Day
MWI,2022-12-27,Christmas Day (observed)
MWI,2023-01-01,New Year's Day
MWI,2023-01-02,New Year's Day (observed)
MWI,2023-01-15,John Chilembwe Day
MWI,2023-01-16,John Chilembwe Day (observed)
MWI,2023-03-03,Martyrs Day
MWI,2023-04-07,Good Friday
MWI,2023-04-10,Easter Monday
MWI,2023-05-01,Labour Day
MWI,2023-05-14,Kamuzu Day
MWI,2023-05-15,Kamuzu Day (observed)
MWI,2023-07-06,Independence Day
MWI,2023-10-15,Mother's Day
MWI,2023-10-16,Mother's Day (observed)
MWI,2023-12-25,Christmas Day
MWI,2023-12-26,Boxing Day
MWI,2024-01-01,New Year's Day
MWI,2024-01-15,John Chilembwe Day
MWI,2024-03-03,Martyrs Day
MWI,2024-03-04,Martyrs Day (observed)
MWI,2024-03-29,Good Friday
MWI,2024-04-01,Easter Monday
MWI,2024-05-01,Labour Day
MWI,2024-05-14,Kamuzu Day
MWI,2024-07-06,Independence Day
MWI,2024-07-08,Independence Day (observed)
MWI,2024-10-15,Mother's Day
MWI,2024-12-25,Christmas Day
MWI,2024-12-26,Boxing Day
MWI,2025-01-01,New Year's Day
MWI,2025-01-15,John Chilembwe Day
MWI,2025-03-03,Martyrs Day
MWI,2025-04-18,Good Friday
MWI,2025-04-21,Easter Monday
MWI,2025-05-01,Labour Day
MWI,2025-05-14,Kamuzu Day
MWI,2025-07-06,Independence Day
MWI,2025-07-07,Independence Day (observed)
MWI,2025-10-15,Mother's Day
MWI,2025-12-25,Christmas Day
MWI,2025-12-26,Boxing Day
MWI,2026-01-01,New Year's Day
MWI,2026-01-15,John Chilembwe Day
MWI,2026-03-03,Martyrs Day
MWI,2026-04-03,Good Friday
MWI,2026-04-06,Easter Monday
MWI,2026-05-01,Labour Day
MWI,2026-05-14,Kamuzu Day
MWI,2026-07-06,Independence Day
MWI,2026-10-15,Mother's Day
MWI,2026-12-25,Christmas Day
MWI,2026-12-26,Boxing Day
MWI,2026-12-28,Boxing Day (observed)
MYS,2015-01-03,Prophet Muhammad's Birthday
MYS,2015-02-19,Chinese New Year
MYS,2015-02-20,Chinese New Year (Second Day)
MYS,2015-05-01,Labor Day
MYS,2015-05-03,Vesak Day
MYS,2015-05-04,Vesak Day (observed)
MYS,2015-06-06,Birthday of HM Yang di-Pertuan Agong
MYS,2015-07-17,Eid al-Fitr
MYS,2015-07-18,Eid al-Fitr (Second Day)
MYS,2015-08-31,National Day
MYS,2015-09-16,Malaysia Day
MYS,2015-09-24,Eid al-Adha
MYS,2015-10-14,Islamic New Year
MYS,2015-12-24,Prophet Muhammad's Birthday
MYS,2015-12-25,Christmas Day
MYS,2016-02-08,Chinese New Year
MYS,2016-02-09,Chinese New Year (Second Day)
MYS,2016-05-01,Labor Day
MYS,2016-05-02,Labor Day (observed)
MYS,2016-05-21,Vesak Day
MYS,2016-06-04,Birthday of HM Yang di-Pertuan Agong
MYS,2016-07-06,Eid al-Fitr
MYS,2016-07-07,Eid al-Fitr (Second Day)
MYS,2016-08-31,National Day
MYS,2016-09-12,Eid al-Adha
MYS,2016-09-16,Malaysia Day
MYS,2016-10-02,Islamic New Year
MYS,2016-12-12,Prophet Muhammad's Birthday
MYS,2016-12-25,Christmas Day
MYS,2016-12-26,Christmas Day (observed)
MYS,2017-01-28,Chinese New Year
MYS,2017-01-29,Chinese New Year (Second Day)
MYS,2017-01-30,Chinese New Year (Second Day) (observed)
MYS,2017-04-24,Day of Installation of the 15th Yang di-Pertuan Agong
MYS,2017-05-01,Labor Day
MYS,2017-05-10,Vesak Day
MYS,2017-06-25,Eid al-Fitr
MYS,2017-06-26,Eid al-Fitr (Second Day)
MYS,2017-06-27,Eid al-Fitr (observed)
MYS,2017-08-31,National Day
MYS,2017-09-01,Eid al-Adha
MYS,2017-09-04,Additional holiday in commemoration of the 2017 SEA Games
MYS,2017-09-09,Birthday of HM Yang di-Pertuan Agong
MYS,2017-09-16,Malaysia Day
MYS,2017-09-22,Islamic New Year
MYS,2017-12-01,Prophet Muhammad's Birthday
MYS,2017-12-25,Christmas Day
MYS,2018-02-16,Chinese New Year
MYS,2018-02-17,Chinese New Year (Second Day)
MYS,2018-05-01,Labor Day
MYS,2018-05-09,General election additional holiday
MYS,2018-05-29,Vesak Day
MYS,2018-06-15,Eid al-Fitr
MYS,2018-06-16,Eid al-Fitr (Second Day)
MYS,2018-08-22,Eid al-Adha
MYS,2018-08-31,National Day
MYS,2018-09-09,Birthday of HM Yang di-Pertuan Agong
MYS,2018-09-10,Birthday of HM Yang di-Pertuan Agong (observed)
MYS,2018-09-11,Islamic New Year
MYS,2018-09-16,Malaysia Day
MYS,2018-09-17,Malaysia Day (observed)
MYS,2018-11-20,Prophet Muhammad's Birthday
MYS,2018-12-25,Christmas Day
MYS,2019-02-05,Chinese New Year
MYS,2019-02-06,Chinese New Year (Second Day)
MYS,2019-05-01,Labor Day
MYS,2019-05-19,Vesak Day
MYS,2019-05-20,Vesak Day (observed)
MYS,2019-06-05,Eid al-Fitr
MYS,2019-06-06,Eid al-Fitr (Second Day)
MYS,2019-07-30,Day of Installation of the 16th Yang di-Pertuan Agong
MYS,2019-08-11,Eid al-Adha
MYS,2019-08-12,Eid al-Adha (observed)
MYS,2019-08-31,National Day
MYS,2019-09-01,Islamic New Year
MYS,2019-09-09,Birthday of HM Yang di-Pertuan Agong
MYS,2019-09-16,Malaysia Day
MYS,2019-11-09,Prophet Muhammad's Birthday
MYS,2019-12-25,Christmas Day
MYS,2020-01-25,Chinese New Year
MYS,2020-01-26,Chinese New Year (Second Day)
MYS,2020-01-27,Chinese New Year (Second Day) (observed)
MYS,2020-05-01,Labor Day
MYS,2020-05-07,Vesak Day
MYS,2020-05-24,Eid al-Fitr
MYS,2020-05-25,Eid al-Fitr (Second Day)
MYS,2020-05-26,Eid al-Fitr (observed)
MYS,2020-06-08,Birthday of HM Yang di-Pertuan Agong
MYS,2020-07-31,Eid al-Adha
MYS,2020-08-20,Islamic New Year
MYS,2020-08-31,National Day
MYS,2020-09-16,Malaysia Day
MYS,2020-10-29,Prophet Muhammad's Birthday
MYS,2020-12-25,Christmas Day
MYS,2021-02-12,Chinese New Year
MYS,2021-02-13,Chinese New Year (Second Day)
MYS,2021-05-01,Labor Day
MYS,2021-05-13,Eid al-Fitr
MYS,2021-05-14,Eid al-Fitr (Second Day)
MYS,2021-05-26,Vesak Day
MYS,2021-06-07,Birthday of HM Yang di-Pertuan Agong
MYS,2021-07-20,Eid al-Adha
MYS,2021-08-10,Islamic New Year
MYS,2021-08-31,National Day
MYS,2021-09-16,Malaysia Day
MYS,2021-10-19,Prophet Muhammad's Birthday
MYS,2021-12-25,Christmas Day
MYS,2022-02-01,Chinese New Year
MYS,2022-02-02,Chinese New Year (Second Day)
MYS,2022-05-01,Labor Day
MYS,2022-05-02,Eid al-Fitr
MYS,2022-05-03,Eid al-Fitr (Second Day)
MYS,2022-05-04,Labor Day (observed)
MYS,2022-05-15,Vesak Day
MYS,2022-05-16,Vesak Day (observed)
MYS,2022-06-06,Birthday of HM Yang di-Pertuan Agong
MYS,2022-07-10,Eid al-Adha
MYS,2022-07-11,Eid al-Adha (observed)
MYS,2022-07-30,Islamic New Year
MYS,2022-08-31,National Day
MYS,2022-09-16,Malaysia Day
MYS,2022-10-10,Prophet Muhammad's Birthday
MYS,2022-11-18,General election additional holiday
MYS,2022-11-19,General election additional holiday
MYS,2022-11-28,Additional holiday
MYS,2022-12-25,Christmas Day
MYS,2022-12-26,Christmas Day (observed)
MYS,2023-01-22,Chinese New Year
MYS,2023-01-23,Chinese New Year (Second Day)
MYS,2023-01-24,Chinese New Year (observed)
MYS,2023-04-21,Eid al-Fitr (additional holiday)
MYS,2023-04-22,Eid al-Fitr
MYS,2023-04-23,Eid al-Fitr (Second Day)
MYS,2023-04-24,Eid al-Fitr (Second Day) (observed)
MYS,2023-05-01,Labor Day
MYS,2023-05-04,Vesak Day
MYS,2023-06-05,Birthday of HM Yang di-Pertuan Agong
MYS,2023-06-29,Eid al-Adha
MYS,2023-07-19,Islamic New Year
MYS,2023-08-31,National Day
MYS,2023-09-16,Malaysia Day
MYS,2023-09-28,Prophet Muhammad's Birthday
MYS,2023-12-25,Christmas Day
MYS,2024-02-10,Chinese New Year
MYS,2024-02-11,Chinese New Year (Second Day)
MYS,2024-02-12,Chinese New Year (Second Day) (observed)
MYS,2024-04-10,Eid al-Fitr
MYS,2024-04-11,Eid al-Fitr (Second Day)
MYS,2024-05-01,Labor Day
MYS,2024-05-22,Vesak Day
MYS,2024-06-03,Birthday of HM Yang di-Pertuan Agong
MYS,2024-06-17,Eid al-Adha
MYS,2024-07-07,Islamic New Year
MYS,2024-08-31,National Day
MYS,2024-09-16,Malaysia Day; Prophet Muhammad's Birthday
MYS,2024-12-25,Christmas Day
MYS,2025-01-29,Chinese New Year
MYS,2025-01-30,Chinese New Year (Second Day)
MYS,2025-03-31,Eid al-Fitr
MYS,2025-04-01,Eid al-Fitr (Second Day)
MYS,2025-05-01,Labor Day
MYS,2025-05-12,Vesak Day
MYS,2025-06-02,Birthday of HM Yang di-Pertuan Agong
MYS,2025-06-07,Eid al-Adha
MYS,2025-06-27,Islamic New Year
MYS,2025-08-31,National Day
MYS,2025-09-01,National Day (observed)
MYS,2025-09-05,Prophet Muhammad's Birthday
MYS,2025-09-15,Additional holiday
MYS,2025-09-16,Malaysia Day
MYS,2025-12-25,Christmas Day
MYS,2026-02-17,Chinese New Year
MYS,2026-02-18,Chinese New Year (Second Day)
MYS,2026-03-21,Eid al-Fitr
MYS,2026-03-22,Eid al-Fitr (Second Day)
MYS,2026-03-23,Eid al-Fitr (Second Day) (observed)
MYS,2026-05-01,Labor Day
MYS,2026-05-27,Eid al-Adha
MYS,2026-05-31,Vesak Day
MYS,2026-06-01,Birthday of HM Yang di-Pertuan Agong
MYS,2026-06-02,Vesak Day (observed)
MYS,2026-06-17,Islamic New Year
MYS,2026-08-25,Prophet Muhammad's Birthday
MYS,2026-08-31,National Day
MYS,2026-09-16,Malaysia Day
MYS,2026-12-25,Christmas Day
MYT,2015-01-01,New Year's Day
MYT,2015-04-06,Easter Monday
MYT,2015-04-27,Abolition of Slavery
MYT,2015-05-01,Labor Day
MYT,2015-05-08,Victory Day
MYT,2015-05-14,Ascension Day
MYT,2015-05-25,Whit Monday
MYT,2015-07-14,National Day
MYT,2015-08-15,Assumption Day
MYT,2015-11-01,All Saints' Day
MYT,2015-11-11,Armistice Day
MYT,2015-12-25,Christmas Day
MYT,2016-01-01,New Year's Day
MYT,2016-03-28,Easter Monday
MYT,2016-04-27,Abolition of Slavery
MYT,2016-05-01,Labor Day
MYT,2016-05-05,Ascension Day
MYT,2016-05-08,Victory Day
MYT,2016-05-16,Whit Monday
MYT,2016-07-14,National Day
MYT,2016-08-15,Assumption Day
MYT,2016-11-01,All Saints' Day
MYT,2016-11-11,Armistice Day
MYT,2016-12-25,Christmas Day
MYT,2017-01-01,New Year's Day
MYT,2017-04-17,Easter Monday
MYT,2017-04-27,Abolition of Slavery
MYT,2017-05-01,Labor Day
MYT,2017-05-08,Victory Day
MYT,2017-05-25,Ascension Day
MYT,2017-06-05,Whit Monday
MYT,2017-07-14,National Day
MYT,2017-08-15,Assumption Day
MYT,2017-11-01,All Saints' Day
MYT,2017-11-11,Armistice Day
MYT,2017-12-25,Christmas Day
MYT,2018-01-01,New Year's Day
MYT,2018-04-02,Easter Monday
MYT,2018-04-27,Abolition of Slavery
MYT,2018-05-01,Labor Day
MYT,2018-05-08,Victory Day
MYT,2018-05-10,Ascension Day
MYT,2018-05-21,Whit Monday
MYT,2018-07-14,National Day
MYT,2018-08-15,Assumption Day
MYT,2018-11-01,All Saints' Day
MYT,2018-11-11,Armistice Day
MYT,2018-12-25,Christmas Day
MYT,2019-01-01,New Year's Day
MYT,2019-04-22,Easter Monday
MYT,2019-04-27,Abolition of Slavery
MYT,2019-05-01,Labor Day
MYT,2019-05-08,Victory Day
MYT,2019-05-30,Ascension Day
MYT,2019-06-10,Whit Monday
MYT,2019-07-14,National Day
MYT,2019-08-15,Assumption Day
MYT,2019-11-01,All Saints' Day
MYT,2019-11-11,Armistice Day
MYT,2019-12-25,Christmas Day
MYT,2020-01-01,New Year's Day
MYT,2020-04-13,Easter Monday
MYT,2020-04-27,Abolition of Slavery
MYT,2020-05-01,Labor Day
MYT,2020-05-08,Victory Day
MYT,2020-05-21,Ascension Day
MYT,2020-06-01,Whit Monday
MYT,2020-07-14,National Day
MYT,2020-08-15,Assumption Day
MYT,2020-11-01,All Saints' Day
MYT,2020-11-11,Armistice Day
MYT,2020-12-25,Christmas Day
MYT,2021-01-01,New Year's Day
MYT,2021-04-05,Easter Monday
MYT,2021-04-27,Abolition of Slavery
MYT,2021-05-01,Labor Day
MYT,2021-05-08,Victory Day
MYT,2021-05-13,Ascension Day
MYT,2021-05-24,Whit Monday
MYT,2021-07-14,National Day
MYT,2021-08-15,Assumption Day
MYT,2021-11-01,All Saints' Day
MYT,2021-11-11,Armistice Day
MYT,2021-12-25,Christmas Day
MYT,2022-01-01,New Year's Day
MYT,2022-04-18,Easter Monday
MYT,2022-04-27,Abolition of Slavery
MYT,2022-05-01,Labor Day
MYT,2022-05-08,Victory Day
MYT,2022-05-26,Ascension Day
MYT,2022-06-06,Whit Monday
MYT,2022-07-14,National Day
MYT,2022-08-15,Assumption Day
MYT,2022-11-01,All Saints' Day
MYT,2022-11-11,Armistice Day
MYT,2022-12-25,Christmas Day
MYT,2023-01-01,New Year's Day
MYT,2023-04-10,Easter Monday
MYT,2023-04-27,Abolition of Slavery
MYT,2023-05-01,Labor Day
MYT,2023-05-08,Victory Day
MYT,2023-05-18,Ascension Day
MYT,2023-05-29,Whit Monday
MYT,2023-07-14,National Day
MYT,2023-08-15,Assumption Day
MYT,2023-11-01,All Saints' Day
MYT,2023-11-11,Armistice Day
MYT,2023-12-25,Christmas Day
MYT,2024-01-01,New Year's Day
MYT,2024-04-01,Easter Monday
MYT,2024-04-27,Abolition of Slavery
MYT,2024-05-01,Labor Day
MYT,2024-05-08,Victory Day
MYT,2024-05-09,Ascension Day
MYT,2024-05-20,Whit Monday
MYT,2024-07-14,National Day
MYT,2024-08-15,Assumption Day
MYT,2024-11-01,All Saints' Day
MYT,2024-11-11,Armistice Day
MYT,2024-12-25,Christmas Day
MYT,2025-01-01,New Year's Day
MYT,2025-04-21,Easter Monday
MYT,2025-04-27,Abolition of Slavery
MYT,2025-05-01,Labor Day
MYT,2025-05-08,Victory Day
MYT,2025-05-29,Ascension Day
MYT,2025-06-09,Whit Monday
MYT,2025-07-14,National Day
MYT,2025-08-15,Assumption Day
MYT,2025-11-01,All Saints' Day
MYT,2025-11-11,Armistice Day
MYT,2025-12-25,Christmas Day
MYT,2026-01-01,New Year's Day
MYT,2026-04-06,Easter Monday
MYT,2026-04-27,Abolition of Slavery
MYT,2026-05-01,Labor Day
MYT,2026-05-08,Victory Day
MYT,2026-05-14,Ascension Day
MYT,2026-05-25,Whit Monday
MYT,2026-07-14,National Day
MYT,2026-08-15,Assumption Day
MYT,2026-11-01,All Saints' Day
MYT,2026-11-11,Armistice Day
MYT,2026-12-25,Christmas Day
NAM,2015-01-01,New Year's Day
NAM,2015-03-21,Independence Day
NAM,2015-04-03,Good Friday
NAM,2015-04-06,Easter Monday
NAM,2015-05-01,Workers' Day
NAM,2015-05-04,Cassinga Day
NAM,2015-05-14,Ascension Day
NAM,2015-05-25,Africa Day
NAM,2015-08-26,Heroes' Day
NAM,2015-09-10,Day of the Namibian Women and International Human Rights Day
NAM,2015-11-27,Regional Election Day
NAM,2015-12-25,Christmas Day
NAM,2015-12-26,Family Day
NAM,2016-01-01,New Year's Day
NAM,2016-03-21,Independence Day
NAM,2016-03-25,Good Friday
NAM,2016-03-28,Easter Monday
NAM,2016-05-01,Workers' Day
NAM,2016-05-02,Workers' Day (observed)
NAM,2016-05-04,Cassinga Day
NAM,2016-05-05,Ascension Day
NAM,2016-05-25,Africa Day
NAM,2016-08-26,Heroes' Day
NAM,2016-09-10,Day of the Namibian Women and International Human Rights Day
NAM,2016-12-25,Christmas Day
NAM,2016-12-26,Family Day
NAM,2017-01-01,New Year's Day
NAM,2017-01-02,New Year's Day (observed)
